ID,TARGET
2,0.056282736361026764
5,0.0588076151907444
6,0.0015111234970390797
7,0.0104627450928092
9,0.0023462611716240644
11,0.23423098027706146
12,0.06416862457990646
15,0.18886061012744904
16,0.03101555071771145
17,0.015516163781285286
19,0.026615817099809647
21,0.0040838224813342094
22,0.015353542752563953
24,0.010055966675281525
27,0.007426682393997908
28,0.01626334898173809
30,0.1216837614774704
33,0.0024392318446189165
35,0.009763501584529877
37,0.013416244648396969
38,0.018220916390419006
40,0.1910848766565323
41,0.04140038415789604
44,0.00988235604017973
46,0.08664321899414062
47,0.012083650566637516
48,0.0026497961953282356
50,0.003137404564768076
52,0.1746169775724411
53,0.008025143295526505
55,0.021312948316335678
57,0.0009886897169053555
58,0.010106975212693214
59,0.016389336436986923
62,0.028435280546545982
63,0.011544901877641678
64,0.025093527510762215
65,0.012502515688538551
67,0.018624119460582733
69,0.051901835948228836
70,0.002644477179273963
71,0.057653848081827164
72,0.0037130163982510567
73,0.002043253742158413
76,0.00437347823753953
78,0.0028726139571517706
79,0.017870251089334488
81,0.0031006564386188984
85,0.010633431375026703
86,0.002644477179273963
89,0.033831220120191574
94,0.13873444497585297
96,0.0029714859556406736
97,0.012333021499216557
98,0.0029768687672913074
99,0.017923563718795776
100,0.2551668584346771
103,0.07525137811899185
104,0.006447702180594206
108,0.004315282218158245
110,0.0015177044551819563
112,0.027200473472476006
114,0.034611351788043976
116,0.013507435098290443
117,0.006115409545600414
119,0.006447702180594206
120,0.004189970437437296
121,0.0008456667419523001
123,0.014848805963993073
124,0.03093242086470127
126,0.0011221177410334349
128,0.014317945577204227
129,0.09161712229251862
133,0.040173761546611786
138,0.029111752286553383
147,0.03250986710190773
149,0.019338592886924744
158,0.002469407394528389
160,0.010819959454238415
164,0.03595222905278206
167,0.059304919093847275
168,0.01405872218310833
174,0.013629564084112644
181,0.013626256957650185
185,0.03349100053310394
187,0.003939989022910595
189,0.00928573589771986
190,0.05166985094547272
194,0.009418580681085587
197,0.1898205280303955
198,0.02115468494594097
201,0.03733334690332413
205,0.00528165977448225
208,0.16736780107021332
211,0.007454551290720701
216,0.033816106617450714
219,0.050188831984996796
223,0.004450341686606407
224,0.08797025680541992
226,0.01626702770590782
229,0.012116909958422184
230,0.01678530126810074
237,0.012757392600178719
238,0.019258897751569748
240,0.1310478001832962
243,0.001831633853726089
245,0.10563769191503525
246,0.2191096991300583
247,0.0040511335246264935
248,0.006675953511148691
249,0.0024392318446189165
250,0.24681052565574646
251,0.001069743768312037
255,0.1080235093832016
256,0.014996331185102463
257,0.06989014148712158
260,0.16552697122097015
261,0.0033836080692708492
263,0.19604536890983582
264,0.16350997984409332
267,0.004476090427488089
268,0.009325598366558552
272,0.003968195058405399
274,0.0038408557884395123
275,0.0024810514878481627
277,0.23532727360725403
278,0.323158860206604
280,0.005554542876780033
281,0.028145505115389824
282,0.09531258046627045
283,0.010819959454238415
284,0.07103492319583893
286,0.009246290661394596
290,0.012252327054738998
291,0.033483266830444336
293,0.026058059185743332
295,0.08028954267501831
297,0.0007991639431566
298,0.06805592030286789
300,0.0016410367097705603
304,0.003941135015338659
305,0.0025932760909199715
308,0.0033449502661824226
309,0.009986544959247112
310,0.0042928424663841724
312,0.03184901922941208
313,0.16350997984409332
315,0.005935647990554571
317,0.019280707463622093
318,0.026790333911776543
321,0.01001927349716425
323,0.10874419659376144
325,0.0058249253779649734
326,0.016389336436986923
327,0.016773423179984093
328,0.08102741837501526
329,0.015587891452014446
330,0.0019450633553788066
331,0.011082225479185581
334,0.048147425055503845
335,0.01752983033657074
336,0.05623377859592438
337,0.0017868265276774764
338,0.04393978789448738
339,0.016389336436986923
341,0.233899787068367
343,0.021666357293725014
346,0.00223747082054615
348,0.0025728363543748856
350,0.2216562032699585
351,0.0013277321122586727
352,0.016389336436986923
357,0.055700093507766724
358,0.010656245052814484
360,0.003151512471958995
361,0.016389336436986923
364,0.01590242050588131
365,0.04293335974216461
366,0.01661464385688305
367,0.010252099484205246
368,0.0066171130165457726
370,0.002710555447265506
372,0.002695627510547638
376,0.0009682775707915425
377,0.002487280871719122
379,0.010838469490408897
380,0.010188629850745201
381,0.15538272261619568
385,0.010472514666616917
386,0.036456480622291565
389,0.0587579607963562
391,0.0630539134144783
392,0.0027458053082227707
393,0.009722735732793808
395,0.018760189414024353
396,0.009444021619856358
397,0.0013564728433266282
398,0.01681007631123066
399,0.03356694430112839
400,0.008842029608786106
401,0.009983150288462639
403,0.003888914827257395
405,0.03138960525393486
406,0.0230976864695549
409,0.008025143295526505
411,0.012452649883925915
413,0.003029413055628538
418,0.004627613816410303
419,0.01751362718641758
422,0.016389336436986923
424,0.24370859563350677
425,0.025828206911683083
427,0.0029714859556406736
430,0.001214640331454575
431,0.016389336436986923
434,0.021284138783812523
435,0.03093242086470127
437,0.06805592030286789
438,0.0007537287892773747
439,0.10380233824253082
442,0.011544901877641678
446,0.013751080259680748
450,0.040285874158144
451,0.009327485226094723
452,0.007768544368445873
454,0.001214640331454575
455,0.0014218342257663608
463,0.0104627450928092
464,0.01203791331499815
465,0.003177007893100381
467,0.14099739491939545
468,0.03504747524857521
470,0.0104544498026371
472,0.22205476462841034
473,0.021312948316335678
475,0.005329318344593048
476,0.004750379826873541
479,0.021084196865558624
481,0.0014474197523668408
483,0.032385583966970444
484,0.006245022173970938
486,0.0406993106007576
487,0.0020080446265637875
491,0.025665154680609703
494,0.014171580784022808
495,0.0016446702647954226
497,0.0164822768419981
498,0.003931562416255474
499,0.010819959454238415
503,0.0272330641746521
504,0.019318148493766785
505,0.010377109050750732
506,0.005842655431479216
507,0.019570913165807724
508,0.07525137811899185
509,0.021312948316335678
510,0.005377480294555426
511,0.026093140244483948
512,0.021311188116669655
516,0.0022458257153630257
518,0.04427587613463402
519,0.007528438698500395
520,0.008794579654932022
521,0.002786027267575264
522,0.0035669379867613316
524,0.08582909405231476
525,0.013670138083398342
526,0.0020607381593436003
528,0.018239174038171768
529,0.021404115483164787
531,0.07439246028661728
532,0.1970503032207489
534,0.17899417877197266
536,0.05905607342720032
539,0.0747969001531601
540,0.02780906669795513
541,0.0022167430724948645
542,0.1316870152950287
545,0.008844107389450073
546,0.002710555447265506
552,0.01746051385998726
556,0.001402145717293024
557,0.002295299433171749
559,0.007232188247144222
562,0.005201708059757948
563,0.024782124906778336
565,0.04278438910841942
569,0.0013909228146076202
570,0.08809984475374222
574,0.031969428062438965
575,0.014095108024775982
585,0.011667451821267605
589,0.006218513008207083
590,0.010022129863500595
592,0.017383074387907982
593,0.02758278138935566
594,0.009549220092594624
595,0.012778038159012794
597,0.00898193009197712
601,0.0028660818934440613
603,0.011043177917599678
604,0.0007432884303852916
605,0.03143099322915077
607,0.002644477179273963
608,0.015618578530848026
610,0.02568976581096649
612,0.08100643754005432
613,0.0692519024014473
615,0.0013936469331383705
616,0.21157591044902802
617,0.024893611669540405
619,0.011548537760972977
620,0.1458018720149994
621,0.003941521979868412
624,0.012910369783639908
625,0.01280142180621624
628,0.0028940108604729176
629,0.1910848766565323
630,0.03724326565861702
632,0.04990207776427269
634,0.0014647695934399962
637,0.010282311588525772
638,0.010333876125514507
642,0.013908649794757366
643,0.008659735321998596
644,0.06656413525342941
646,0.0009230772848241031
655,0.019031202420592308
660,0.021312948316335678
664,0.012085909955203533
665,0.0808493047952652
666,0.0024392318446189165
670,0.08505736291408539
671,0.23423098027706146
672,0.009913431480526924
675,0.0017120047705247998
676,0.05224300175905228
677,0.04548105224967003
678,0.004381285980343819
680,0.0031531816348433495
683,0.16029444336891174
684,0.01751362718641758
685,0.04224249720573425
691,0.10962594300508499
693,0.001672612503170967
696,0.0012198700569570065
698,0.0054349456913769245
699,0.020060716196894646
700,0.01877043955028057
703,0.00709328381344676
704,0.019725531339645386
705,0.007134667132049799
707,0.1839003711938858
709,0.07532554119825363
711,0.21595148742198944
713,0.016389336436986923
716,0.0021040604915469885
719,0.002644477179273963
721,0.0109632583335042
722,0.0034419256262481213
723,0.022711854428052902
724,0.003527267836034298
727,0.0011156996479257941
728,0.011222426779568195
729,0.00330380373634398
733,0.008025143295526505
736,0.0040148478001356125
739,0.038201842457056046
742,0.24078476428985596
743,0.008266561664640903
744,0.0022437956649810076
745,0.24078476428985596
747,0.01021354179829359
749,0.04564518854022026
750,0.0195611622184515
751,0.02081848308444023
752,0.002280971733853221
755,0.004377543460577726
756,0.0014541944256052375
762,0.03343336656689644
763,0.054922737181186676
764,0.017910541966557503
765,0.02239120565354824
766,0.009264283813536167
769,0.020581455901265144
770,0.14837221801280975
773,0.008120187558233738
774,0.05096612870693207
776,0.013073701411485672
777,0.018024250864982605
778,0.007858234457671642
779,0.008025143295526505
780,0.0022167430724948645
781,0.021473756060004234
786,0.06918390840291977
788,0.006820307578891516
794,0.02272001840174198
796,0.1918649822473526
801,0.10829350352287292
802,0.027355318889021873
803,0.0020509278401732445
804,0.002345539163798094
805,0.005933478940278292
809,0.031924039125442505
810,0.07525137811899185
817,0.011688899248838425
819,0.008587831631302834
821,0.010819959454238415
824,0.18940776586532593
825,0.005994224455207586
826,0.17334291338920593
830,0.00751133169978857
831,0.018039098009467125
832,0.00959500391036272
833,0.007254922296851873
837,0.023337136954069138
839,0.001078378059901297
840,0.0012005269527435303
841,0.047684211283922195
842,0.0012800229014828801
843,0.014402676373720169
844,0.07512520253658295
845,0.013751080259680748
848,0.018550489097833633
853,0.008727144449949265
854,0.001214640331454575
855,0.0028013999108225107
856,0.008050777018070221
861,0.006653184071183205
865,0.03250986710190773
866,0.0008047712617553771
867,0.009327449835836887
870,0.004472875036299229
871,0.06039972975850105
872,0.008025143295526505
873,0.01626702770590782
874,0.056033484637737274
875,0.007258068770170212
876,0.00577075919136405
879,0.023090587928891182
880,0.002644477179273963
883,0.020163696259260178
884,0.005980565212666988
886,0.012596383690834045
